,나이__은행마케팅.csv,직업__은행마케팅.csv,혼인여부__은행마케팅.csv,학업__은행마케팅.csv,신용카드 소지 여부__은행마케팅.csv,연봉__은행마케팅.csv,집담보 대출__은행마케팅.csv,기타 대출__은행마케팅.csv,연락 방법__은행마케팅.csv,최근 연락한 날 (일)__은행마케팅.csv,최근 연락한 날 (월)__은행마케팅.csv,최근 연락 기간__은행마케팅.csv,최근 켐페인 참가 여부__은행마케팅.csv,최근 켐페인 이후 시간 소요 (일)__은행마케팅.csv,최근 켐페인 이후 연락 횟수__은행마케팅.csv,이전 마케팅 성공 여부 __은행마케팅.csv,과금 여부__은행마케팅.csv
28652,32,technician,married,secondary,no,9608,no,no,cellular,8,aug,114,4,-1,0,unknown,1
28653,28,entrepreneur,single,tertiary,no,104,no,no,cellular,30,apr,170,1,-1,0,unknown,1
28654,42,management,married,tertiary,no,1162,yes,no,cellular,13,may,406,5,364,1,other,1
28655,38,blue-collar,married,secondary,no,1102,yes,no,unknown,23,may,159,3,-1,0,unknown,1
28656,46,admin.,married,secondary,no,2583,yes,no,cellular,10,jul,111,1,-1,0,unknown,1
28657,54,admin.,married,secondary,no,19213,no,no,cellular,12,aug,100,6,-1,0,unknown,1
28658,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,2
28659,34,blue-collar,married,secondary,no,1221,yes,no,cellular,5,feb,210,2,274,6,failure,1
28660,40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,may,22,4,-1,0,unknown,1
28661,25,admin.,single,secondary,no,122,yes,no,cellular,7,may,481,2,-1,0,unknown,2
28662,37,blue-collar,married,primary,no,2079,yes,yes,cellular,14,may,299,1,360,2,failure,1
28663,42,technician,married,secondary,no,1066,no,no,cellular,26,may,125,1,104,3,success,1
28664,33,blue-collar,divorced,secondary,no,126,yes,no,unknown,7,may,248,3,-1,0,unknown,1
28665,47,technician,married,secondary,no,644,no,no,telephone,21,aug,169,13,-1,0,unknown,1
28666,35,management,married,tertiary,no,1906,yes,no,cellular,16,apr,102,1,148,5,other,1
28667,41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown,2
28668,57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,231,5,-1,0,unknown,1
28669,53,blue-collar,married,primary,no,1715,yes,yes,unknown,27,may,27,1,-1,0,unknown,1
28670,28,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,353,1,-1,0,unknown,1
28671,44,admin.,divorced,secondary,no,611,no,no,cellular,31,jul,6,10,-1,0,unknown,1
28672,48,entrepreneur,divorced,tertiary,no,275,no,yes,unknown,5,jun,34,1,-1,0,unknown,1
28673,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,1
28674,54,management,divorced,primary,no,210,no,no,cellular,18,nov,178,1,-1,0,unknown,1
28675,52,management,married,tertiary,no,1392,no,no,cellular,28,jan,1121,2,205,3,failure,1
28676,59,management,divorced,tertiary,no,1304,no,no,unknown,18,jun,220,1,-1,0,unknown,1
28677,40,blue-collar,married,primary,no,442,yes,no,cellular,1,apr,212,1,-1,0,unknown,1
28678,60,housemaid,married,primary,no,763,yes,no,telephone,10,jul,180,3,-1,0,unknown,1
28679,51,entrepreneur,married,secondary,no,2156,yes,no,cellular,25,jul,84,3,-1,0,unknown,1
28680,44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,1
28681,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,2
28682,30,unemployed,married,secondary,no,221,no,no,cellular,8,aug,61,4,-1,0,unknown,1
28683,49,housemaid,married,secondary,no,7317,yes,no,unknown,8,may,140,1,-1,0,unknown,1
28684,46,blue-collar,married,primary,no,687,no,no,cellular,19,aug,125,13,-1,0,unknown,1
28685,53,blue-collar,married,unknown,no,5624,no,no,cellular,29,jul,153,2,-1,0,unknown,1
28686,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,1
28687,30,technician,single,tertiary,no,445,yes,no,unknown,27,may,182,1,-1,0,unknown,1
28688,37,management,single,tertiary,no,8066,no,no,telephone,13,aug,57,1,-1,0,unknown,1
28689,36,technician,single,secondary,no,279,yes,no,cellular,21,jul,171,1,-1,0,unknown,1
28690,34,management,married,tertiary,no,63,no,no,cellular,8,aug,94,2,-1,0,unknown,1
28691,57,retired,married,secondary,no,13834,no,no,cellular,11,aug,107,1,-1,0,unknown,1
28692,57,entrepreneur,married,unknown,no,657,no,no,unknown,12,jun,344,1,-1,0,unknown,1
28693,30,self-employed,married,secondary,no,57,no,yes,cellular,8,jul,55,2,-1,0,unknown,1
28694,40,management,divorced,secondary,no,1148,yes,no,cellular,11,aug,105,2,-1,0,unknown,1
28695,57,blue-collar,married,primary,no,137,no,yes,telephone,18,jul,54,7,-1,0,unknown,1
28696,57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,2
28697,45,entrepreneur,divorced,tertiary,no,1867,yes,no,cellular,24,jul,144,1,-1,0,unknown,1
28698,44,technician,married,secondary,no,1371,no,no,cellular,7,aug,159,3,-1,0,unknown,1
28699,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other,1
28700,32,management,single,tertiary,no,703,yes,no,cellular,17,apr,200,3,-1,0,unknown,1
28701,33,technician,single,secondary,no,6325,no,no,cellular,13,aug,206,2,-1,0,unknown,1
28702,29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,1
28703,35,services,single,secondary,no,257,yes,no,unknown,2,jun,518,1,-1,0,unknown,1
28704,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,1
28705,50,management,single,tertiary,no,490,no,no,cellular,14,aug,273,5,-1,0,unknown,1
28706,27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,111,5,-1,0,unknown,1
28707,53,unemployed,married,tertiary,no,240,no,no,cellular,29,aug,106,3,-1,0,unknown,1
28708,28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,1
28709,29,technician,single,secondary,no,738,no,no,unknown,5,jul,29,1,-1,0,unknown,1
28710,36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,1
28711,41,services,single,secondary,no,397,yes,no,unknown,20,may,19,15,-1,0,unknown,1
28712,55,admin.,single,secondary,no,1854,yes,no,unknown,30,may,34,2,-1,0,unknown,1
28713,42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,1
28714,51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,1
28715,32,technician,single,secondary,no,4843,no,no,cellular,8,aug,63,4,-1,0,unknown,1
28716,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,1
28717,44,blue-collar,married,secondary,no,130,yes,yes,cellular,11,may,528,1,-1,0,unknown,1
28718,32,management,married,tertiary,no,11281,no,no,cellular,19,nov,155,1,-1,0,unknown,1
28719,38,management,married,unknown,no,3576,no,no,cellular,26,may,579,1,-1,0,unknown,2
28720,42,blue-collar,married,secondary,no,68,yes,no,unknown,27,may,198,1,-1,0,unknown,1
28721,36,blue-collar,married,primary,no,578,yes,no,cellular,13,may,130,2,-1,0,unknown,1
28722,30,management,single,tertiary,no,1161,yes,no,cellular,29,jul,109,3,-1,0,unknown,1
28723,47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown,2
28724,52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,feb,228,1,-1,0,unknown,1
28725,28,management,single,tertiary,no,3053,no,no,telephone,18,jan,165,4,-1,0,unknown,1
28726,33,technician,single,secondary,no,261,yes,no,unknown,14,may,622,1,-1,0,unknown,1
28727,24,blue-collar,single,primary,no,758,yes,no,unknown,15,may,129,1,-1,0,unknown,1
28728,41,unknown,single,secondary,no,646,yes,no,unknown,29,may,40,2,-1,0,unknown,1
28729,36,blue-collar,married,secondary,no,1949,yes,no,cellular,17,apr,48,2,319,3,failure,1
28730,35,unknown,married,primary,no,4144,no,no,cellular,21,aug,310,3,-1,0,unknown,1
28731,38,services,single,secondary,no,7695,yes,no,unknown,14,may,193,2,-1,0,unknown,1
28732,40,technician,married,tertiary,no,1554,no,no,cellular,30,jan,99,1,-1,0,unknown,1
28733,24,blue-collar,married,secondary,no,94,yes,no,unknown,12,may,166,2,-1,0,unknown,1
28734,24,technician,single,tertiary,no,368,no,no,cellular,7,oct,197,2,-1,0,unknown,1
28735,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,unknown,2
28736,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,2
28737,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,2
28738,31,blue-collar,single,secondary,no,1124,yes,no,cellular,18,may,82,4,-1,0,unknown,1
28739,35,blue-collar,single,secondary,no,2227,yes,no,cellular,7,may,219,1,-1,0,unknown,1
28740,34,management,single,tertiary,no,966,yes,no,cellular,21,nov,393,1,101,3,failure,1
28741,36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,2
28742,36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,unknown,2
28743,57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,2
28744,53,blue-collar,married,primary,no,655,yes,no,cellular,26,may,103,2,-1,0,unknown,1
28745,39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,169,1,-1,0,unknown,1
28746,36,blue-collar,married,secondary,no,195,yes,yes,cellular,7,may,1297,2,-1,0,unknown,1
28747,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,2
28748,41,blue-collar,married,secondary,no,1384,yes,no,cellular,20,apr,106,4,340,4,success,1
28749,60,services,married,tertiary,no,6557,no,no,cellular,7,aug,214,2,-1,0,unknown,1
28750,36,blue-collar,single,primary,no,109,yes,no,telephone,12,may,200,2,370,2,failure,1
28751,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,1
28752,31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,1
28753,29,entrepreneur,single,tertiary,no,1028,no,no,cellular,3,feb,667,2,-1,0,unknown,1
28754,41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,1
28755,49,blue-collar,married,primary,no,3915,yes,no,telephone,15,apr,44,1,-1,0,unknown,1
28756,31,student,single,unknown,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,1
28757,34,blue-collar,married,secondary,no,241,yes,yes,unknown,26,may,85,1,-1,0,unknown,1
28758,39,management,married,tertiary,no,1069,no,no,cellular,5,aug,422,1,-1,0,unknown,1
28759,48,blue-collar,married,secondary,no,1794,yes,yes,cellular,8,may,97,1,343,2,failure,1
28760,34,management,divorced,tertiary,no,157,yes,no,cellular,12,aug,117,2,-1,0,unknown,1
28761,40,blue-collar,married,secondary,no,395,yes,yes,unknown,23,may,281,1,-1,0,unknown,1
28762,41,blue-collar,married,secondary,no,1219,yes,no,cellular,11,may,628,1,-1,0,unknown,1
28763,26,admin.,single,secondary,no,581,yes,yes,unknown,4,jun,444,3,-1,0,unknown,1
28764,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,1
28765,32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,1
28766,58,blue-collar,married,secondary,no,2146,no,no,cellular,7,jul,206,3,-1,0,unknown,1
28767,56,admin.,married,secondary,no,1290,no,no,unknown,12,jun,243,1,-1,0,unknown,1
28768,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,2
28769,42,blue-collar,married,primary,no,271,yes,no,unknown,8,may,84,4,-1,0,unknown,1
28770,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,2
28771,27,student,single,secondary,no,568,yes,no,cellular,18,may,28,6,-1,0,unknown,1
28772,51,technician,married,tertiary,no,1347,yes,yes,cellular,30,apr,116,1,79,2,success,1
28773,27,admin.,married,tertiary,no,73,no,no,cellular,30,apr,374,1,79,1,success,1
28774,32,unemployed,married,secondary,no,365,yes,no,cellular,30,jan,210,3,-1,0,unknown,1
28775,57,management,divorced,tertiary,no,160,no,no,cellular,13,aug,303,2,-1,0,unknown,1
28776,40,services,married,secondary,no,405,no,no,unknown,20,jun,87,3,-1,0,unknown,1
28777,31,unemployed,single,secondary,no,8304,no,no,cellular,20,oct,164,1,183,1,failure,1
28778,33,blue-collar,married,primary,no,142,yes,no,cellular,13,may,136,5,-1,0,unknown,1
28779,45,management,married,tertiary,no,9711,no,no,unknown,19,jun,416,3,-1,0,unknown,1
28780,28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,112,2,-1,0,unknown,1
28781,33,management,divorced,tertiary,no,433,no,no,cellular,21,aug,575,4,-1,0,unknown,1
28782,51,management,married,tertiary,no,941,yes,yes,cellular,18,jul,252,6,-1,0,unknown,1
28783,33,management,single,tertiary,no,973,no,no,cellular,29,jan,762,1,-1,0,unknown,1
28784,40,admin.,married,secondary,no,223,yes,no,unknown,29,may,81,1,-1,0,unknown,1
28785,45,management,married,secondary,no,4425,no,no,unknown,17,nov,147,1,110,2,failure,1
28786,36,blue-collar,married,secondary,no,512,yes,no,unknown,16,may,343,1,-1,0,unknown,1
28787,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,2
28788,40,blue-collar,married,secondary,no,195,yes,no,cellular,5,may,99,5,333,5,other,1
28789,36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,2
28790,37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,failure,1
28791,32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,177,2,348,2,failure,1
28792,35,blue-collar,married,secondary,no,53,yes,no,unknown,16,may,258,2,-1,0,unknown,1
28793,54,services,married,secondary,no,2061,yes,no,telephone,31,jul,301,7,-1,0,unknown,1
28794,33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,1
28795,53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,1
28796,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,1
28797,24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,unknown,1
28798,24,technician,single,secondary,no,403,no,no,unknown,17,jun,247,1,-1,0,unknown,2
28799,42,management,single,tertiary,no,3371,yes,yes,cellular,13,aug,284,1,92,2,failure,1
28800,42,services,married,secondary,no,1027,yes,no,telephone,16,apr,63,2,150,4,failure,1
28801,33,admin.,single,secondary,no,79,no,no,cellular,2,feb,674,1,-1,0,unknown,1
28802,35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,2
28803,41,entrepreneur,married,tertiary,no,340,yes,no,cellular,16,jul,206,2,-1,0,unknown,1
28804,53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,2
28805,32,technician,divorced,secondary,no,3717,no,yes,cellular,24,jul,91,1,-1,0,unknown,1
28806,46,blue-collar,married,primary,no,501,yes,no,unknown,14,may,230,2,-1,0,unknown,1
28807,29,admin.,married,secondary,no,111,no,yes,cellular,11,jul,114,1,-1,0,unknown,1
28808,31,admin.,married,secondary,no,3584,yes,yes,cellular,18,nov,467,1,-1,0,unknown,1
28809,47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,-1,0,unknown,1
28810,38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,1
28811,50,blue-collar,divorced,primary,no,4882,yes,no,unknown,16,jun,320,2,-1,0,unknown,1
28812,30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,2
28813,65,retired,married,primary,no,1004,no,no,cellular,28,oct,371,1,-1,0,unknown,2
28814,36,management,married,tertiary,no,3874,no,no,cellular,25,aug,425,6,-1,0,unknown,1
28815,55,technician,married,secondary,no,199,no,no,cellular,13,aug,15,17,-1,0,unknown,1
28816,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,2
28817,32,services,single,primary,no,1806,no,yes,cellular,21,jul,126,4,-1,0,unknown,1
28818,43,admin.,married,secondary,no,25741,yes,no,unknown,30,may,464,2,-1,0,unknown,1
28819,43,entrepreneur,single,tertiary,no,5347,no,no,cellular,21,nov,189,3,-1,0,unknown,1
28820,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,1
28821,38,blue-collar,single,secondary,no,334,yes,no,cellular,18,jul,541,7,-1,0,unknown,1
28822,47,unemployed,divorced,secondary,no,176,no,no,unknown,19,jun,91,2,-1,0,unknown,1
28823,46,blue-collar,married,primary,no,2473,no,no,cellular,4,aug,136,3,-1,0,unknown,1
28824,43,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,180,1,-1,0,unknown,1
28825,39,blue-collar,married,primary,no,476,yes,no,cellular,12,may,212,1,349,4,failure,1
28826,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,1
28827,37,blue-collar,married,secondary,no,606,yes,yes,unknown,3,jul,375,3,-1,0,unknown,1
28828,30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,-1,0,unknown,2
28829,29,technician,single,tertiary,no,2489,yes,no,cellular,7,dec,1002,3,283,2,success,1
28830,33,admin.,married,secondary,no,252,yes,no,cellular,22,jul,270,2,-1,0,unknown,1
28831,39,blue-collar,married,primary,no,2862,yes,no,unknown,28,may,227,2,-1,0,unknown,1
28832,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,1
28833,26,blue-collar,single,secondary,no,1292,yes,no,cellular,24,jul,48,4,-1,0,unknown,1
28834,29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,jul,169,2,-1,0,unknown,1
28835,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,1
28836,60,admin.,married,unknown,no,2667,yes,no,unknown,15,may,140,1,-1,0,unknown,1
28837,36,blue-collar,married,secondary,no,342,yes,no,cellular,18,nov,305,1,-1,0,unknown,1
28838,57,technician,married,secondary,no,6362,yes,yes,cellular,18,nov,66,1,-1,0,unknown,1
28839,40,blue-collar,divorced,unknown,no,1171,yes,no,unknown,29,may,431,2,-1,0,unknown,1
28840,55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,unknown,1
28841,38,technician,single,secondary,no,325,no,no,cellular,3,feb,14,6,196,2,other,1
28842,40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,1,-1,0,unknown,2
28843,26,technician,single,secondary,no,84,yes,no,cellular,29,jul,70,3,-1,0,unknown,1
28844,59,management,divorced,tertiary,no,893,yes,no,cellular,16,apr,206,4,-1,0,unknown,1
28845,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,1
28846,54,blue-collar,married,secondary,no,532,yes,no,unknown,14,may,220,1,-1,0,unknown,1
28847,20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,2
28848,36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,1
28849,26,student,single,secondary,no,372,yes,no,cellular,15,may,34,11,374,2,other,1
28850,38,management,married,tertiary,no,7255,yes,no,cellular,20,apr,410,2,-1,0,unknown,1
28851,59,retired,married,tertiary,no,6108,yes,no,cellular,17,jul,796,2,-1,0,unknown,1
28852,36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185,3,-1,0,unknown,1
28853,49,blue-collar,married,secondary,no,1838,yes,no,cellular,8,jul,203,1,-1,0,unknown,1
28854,38,admin.,married,secondary,no,9618,yes,no,unknown,9,jun,214,1,-1,0,unknown,1
28855,31,student,single,unknown,no,2347,no,no,cellular,18,dec,180,2,-1,0,unknown,1
28856,36,entrepreneur,married,secondary,no,215,yes,yes,cellular,18,nov,309,1,-1,0,unknown,1
28857,25,student,married,tertiary,no,333,yes,no,unknown,12,may,399,3,-1,0,unknown,1
28858,35,retired,married,primary,no,329,no,yes,cellular,8,jul,520,3,-1,0,unknown,1
28859,34,admin.,single,tertiary,no,625,no,yes,unknown,31,aug,34,1,-1,0,unknown,2
28860,35,services,married,secondary,no,437,yes,no,unknown,26,may,240,1,-1,0,unknown,1
28861,42,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,253,1,112,2,failure,1
28862,45,blue-collar,married,primary,no,194,yes,yes,unknown,3,jun,81,2,-1,0,unknown,1
28863,43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,unknown,1
28864,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,1
28865,48,management,married,secondary,no,438,no,no,cellular,4,feb,42,5,-1,0,unknown,1
28866,31,technician,married,tertiary,no,1496,yes,no,cellular,11,aug,303,2,-1,0,unknown,1
28867,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,-1,0,unknown,1
28868,21,student,single,secondary,no,126,yes,no,telephone,15,may,52,1,-1,0,unknown,1
28869,27,blue-collar,single,secondary,no,1401,yes,no,unknown,28,may,392,1,-1,0,unknown,1
28870,41,technician,married,secondary,no,112,yes,no,cellular,18,nov,55,1,-1,0,unknown,1
28871,59,management,married,tertiary,no,287,yes,no,cellular,20,apr,818,2,242,8,failure,1
28872,33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,2
28873,30,management,single,tertiary,no,2592,no,no,cellular,19,nov,50,1,-1,0,unknown,1
28874,54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,1
28875,32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,1
28876,34,management,single,tertiary,yes,621,no,no,cellular,28,aug,205,3,-1,0,unknown,1
28877,45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,aug,65,2,-1,0,unknown,1
28878,51,blue-collar,married,secondary,no,505,yes,no,telephone,7,jul,199,4,-1,0,unknown,1
28879,32,blue-collar,married,secondary,no,3144,yes,no,unknown,23,may,348,2,-1,0,unknown,1
28880,42,management,married,tertiary,no,1336,yes,yes,cellular,22,jul,65,1,-1,0,unknown,1
28881,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,2
28882,49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,1
28883,34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,1
28884,26,student,single,secondary,no,85,yes,no,unknown,8,may,278,2,-1,0,unknown,1
28885,55,admin.,married,secondary,no,541,yes,yes,cellular,14,jul,512,3,-1,0,unknown,1
28886,37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,1
28887,35,technician,married,secondary,no,294,yes,no,cellular,2,sep,97,6,79,11,failure,1
28888,51,admin.,married,secondary,no,79,no,no,cellular,13,aug,89,2,-1,0,unknown,1
28889,48,management,married,tertiary,no,13501,no,no,unknown,19,jun,63,2,-1,0,unknown,1
28890,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,2
28891,42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,92,2,success,2
28892,30,management,married,tertiary,no,931,no,no,cellular,17,jul,1183,1,-1,0,unknown,1
28893,29,admin.,married,secondary,no,1634,yes,no,unknown,4,jun,402,2,-1,0,unknown,1
28894,32,admin.,single,secondary,no,98,yes,no,cellular,5,may,360,1,365,2,failure,1
28895,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,1
28896,38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,1
28897,47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163,8,-1,0,unknown,1
28898,93,retired,married,unknown,no,775,no,no,cellular,4,aug,476,2,13,9,success,2
28899,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,-1,0,unknown,1
28900,39,admin.,married,secondary,no,419,yes,yes,unknown,8,may,35,1,-1,0,unknown,1
28901,45,blue-collar,married,unknown,no,909,yes,no,cellular,30,jan,166,1,262,1,other,1
28902,38,management,married,tertiary,no,178,no,no,cellular,6,aug,170,3,-1,0,unknown,1
28903,30,management,single,tertiary,no,254,no,no,cellular,21,aug,202,1,-1,0,unknown,1
28904,45,unknown,married,unknown,no,360,no,no,unknown,11,jun,157,9,-1,0,unknown,1
28905,43,technician,divorced,tertiary,no,123,no,no,unknown,14,may,279,2,-1,0,unknown,1
28906,40,management,married,tertiary,no,132,yes,yes,cellular,18,nov,170,2,-1,0,unknown,1
28907,56,management,married,secondary,no,1502,no,no,telephone,31,jul,119,11,-1,0,unknown,1
28908,47,admin.,married,secondary,no,1647,no,no,cellular,27,aug,39,13,-1,0,unknown,1
28909,36,student,single,secondary,no,904,no,no,unknown,20,jun,10,8,-1,0,unknown,1
28910,38,technician,single,tertiary,no,6889,yes,no,cellular,28,jan,194,1,286,3,failure,1
28911,41,technician,single,tertiary,no,431,no,no,cellular,26,apr,128,2,186,3,success,1
28912,30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,24,1,-1,0,unknown,1
28913,47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,127,2,255,1,other,1
28914,36,technician,married,secondary,no,412,yes,yes,unknown,20,may,127,1,-1,0,unknown,1
28915,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,1
28916,41,services,married,secondary,no,4505,yes,no,unknown,14,may,108,2,-1,0,unknown,1
28917,47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,1
28918,60,blue-collar,married,primary,no,5798,yes,no,cellular,6,feb,58,2,-1,0,unknown,1
28919,41,management,single,tertiary,no,1696,yes,no,unknown,9,may,878,3,-1,0,unknown,1
28920,36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,2
28921,38,technician,married,secondary,no,175,yes,no,unknown,30,may,264,1,-1,0,unknown,1
28922,26,services,single,secondary,no,598,yes,no,cellular,5,feb,401,2,272,1,other,1
28923,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,2
28924,22,management,single,tertiary,no,103,yes,no,cellular,18,may,130,2,-1,0,unknown,1
28925,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown,1
28926,28,blue-collar,married,secondary,no,53,yes,yes,cellular,6,feb,459,1,-1,0,unknown,1
28927,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,1
28928,41,management,single,tertiary,no,260,no,no,cellular,4,aug,149,1,-1,0,unknown,1
28929,52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,1
28930,41,services,married,primary,no,450,yes,no,unknown,14,may,374,2,-1,0,unknown,1
28931,52,entrepreneur,married,primary,no,592,no,no,cellular,21,jul,122,2,-1,0,unknown,1
28932,54,management,married,tertiary,no,2437,no,no,telephone,27,aug,1176,8,-1,0,unknown,1
28933,35,management,married,tertiary,no,2088,yes,no,cellular,1,oct,86,1,50,4,failure,1
28934,37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,1
28935,44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,2
28936,46,blue-collar,married,primary,no,10333,yes,no,unknown,9,jun,579,4,-1,0,unknown,1
28937,45,management,married,tertiary,no,409,no,no,unknown,11,jun,144,1,-1,0,unknown,1
